λ (nm),T,hv,α (cm^-1),k
200.0,0.0025250376055405274,6.207668999999998,70212.20309004223,1.1028907071001561
200.06,0.002504860585115231,6.205807257822653,70306.3774563554,1.104701305585362
200.12,0.0024846835646899347,6.203946632020787,70401.31348693611,1.1065247630159134
200.18,0.002464506544264638,6.202087121590568,70497.02360270054,1.1083612854424774
200.24,0.0024443295238393416,6.200228725529364,70593.52053089732,1.110211083967482
200.3,0.0024241525034140454,6.198371442835746,70690.81731526444,1.112074374912119
200.36,0.002403975482988749,6.196515272509482,70788.92732661052,1.1139513799903098
200.42,0.002383798462563462,6.194660213551542,70887.864273842,1.1158423264899913
200.48,0.0023636214421381653,6.192806264964086,70987.64221545939,1.1177474474620963
200.54,0.002343444421712869,6.190953425750473,71088.27557154557,1.1196669819176126
200.6,0.0023232674012875726,6.189101694915253,71189.7791362732,1.121601175033157
200.66,0.002303090380862276,6.187251071464168,71292.16809095723,1.1235502783654947
200.72,0.00228291336043698,6.1854015544041445,71395.45801768183,1.1255145500754828
200.78,0.0022627363400116833,6.1835531427433015,71499.66491353212,1.1274942551619385
200.84,0.0022425593195863867,6.181705835490937,71604.80520546339,1.1294896657059592
200.9,0.00222238229916109,6.17985963165754,71710.89576584224,1.1315010611262741
200.96,0.002202205278735794,6.178014530254776,71817.95392869652,1.1335287284462139
201.02,0.0021829334867351216,6.176170530295491,71921.12883731711,1.1354960956608289
201.08,0.0021654721515836956,6.174327630793712,72015.40073955753,1.13732383199913
201.14,0.002148010816432278,6.172485830764642,72110.43589098834,1.1391645142572389
201.2,0.002130549481280852,6.170645129224652,72206.24675147388,1.1410183501187428
201.26,0.0021130881461294258,6.168805525191294,72302.84608849748,1.1428855523646015
201.32,0.0020956268109779998,6.166967017683289,72400.24698737216,1.1447663390418439
201.38,0.0020781654758265738,6.165129605720527,72498.46286187811,1.1466609336393019
201.44,0.0020607041406751478,6.163293288324066,72597.50746534912,1.1485695652707493
201.5,0.0020432428055237217,6.161458064516127,72697.39490223062,1.1504924688658176
201.56,0.0020257814703722957,6.159623933320103,72798.13964013394,1.152429885369093
201.62,0.0020083201352208697,6.157790893760539,72899.75652241206,1.1543820619478131
201.68,0.0019908588000694437,6.155958944863149,73002.26078128471,1.156349252208621
201.74,0.001973397464918018,6.1541280856548015,73105.66805154145,1.158331716423846
201.8,0.001955936129766592,6.152298315163527,73209.99438485385,1.1603297217678306
201.86,0.001938474794615166,6.150469632418506,73315.25626472931,1.162343542563829
201.92,0.0019210134594637484,6.148642036450079,73421.47062214142,1.164373460542061
201.98,0.0019035521243123224,6.146815526289731,73528.65485187432,1.1664197651095332
202.04,0.0018888648508933183,6.144990100970105,73619.5749314859,1.16820899732982
202.1,0.0018755646083405263,6.143165759524987,73702.52079694752,1.16987251257275
202.16,0.0018622643657877345,6.141342500989316,73786.05695662336,1.1715461820229334
202.22,0.0018489641232349425,6.139520324399168,73870.19187257001,1.1732301484225622
202.28,0.0018356638806821504,6.1376992287917735,73954.93419011787,1.174924557585013
202.34,0.0018223636381293584,6.135879213205495,74040.2927432023,1.1766295584838835
202.4,0.0018090633955765666,6.1340602766798416,74126.2765598899,1.1783453033452878
202.46,0.0017957631530237746,6.132242418255457,74212.89486810865,1.1800719477435446
202.52,0.0017824629104709825,6.130425636974126,74300.15710159119,1.1818096507004203
202.58,0.0017691626679181907,6.128609931878763,74388.07290604057,1.1835585747880775
202.64,0.001755862425365405,6.126795302013423,74476.65214552861,1.1853188862359034
202.7,0.001742562182812613,6.124981746423286,74565.90490913778,1.187090755041392
202.76,0.0017292619402598211,6.123169264154665,74655.84151785703,1.1888743550852618
202.82,0.001715961697707029,6.121357854255003,74746.47253174435,1.1906698642510138
202.88,0.001702661455154237,6.1195475157728705,74837.80875736775,1.1924774645491312
202.94,0.0016893612126014452,6.117738247757957,74929.861255538,1.1942973422461383
203.0,0.0016760609700486532,6.115930049261083,75022.6413493471,1.1961296879987544
203.06,0.0016667583555639623,6.114122919334186,75087.9733230263,1.1975251574632182
203.12,0.0016574557410792715,6.112316857030327,75153.67095385703,1.1989270759983068
203.18,0.0016481531265945808,6.110511861403681,75219.7383579879,1.2003355144577226
203.24,0.00163885051210989,6.108707931509544,75286.17972146336,1.2017505448884638
203.3,0.001629547897625199,6.106905066404328,75352.99930181533,1.203172240557884
203.36,0.0016202452831405082,6.105103265145554,75420.20142970028,1.204600675981524
203.42,0.0016109426686558219,6.103302526791859,75487.79051058342,1.2060359269517436
203.48,0.001601640054171131,6.101502850402988,75555.77102647183,1.20747807056718
203.54,0.0015923374396864401,6.099704235039795,75624.14753769775,1.2089271852630596
203.6,0.0015830348252017493,6.097906679764244,75692.92468475444,1.2103833508424018
203.66,0.0015737322107170586,6.096110183639398,75762.10719018597,1.2118466485081327
203.72,0.0015644295962323677,6.094314745729433,75831.69986053304,1.213317160896154
203.78,0.0015551269817476769,6.092520365099617,75901.70758833693,1.2147949721093942
203.84,0.001545824367262986,6.0907270408163265,75972.1353542034,1.2162801677528783
203.9,0.0015365217527782953,6.088934771947032,76042.98822892907,1.217772834969853
203.96,0.0015272191382936044,6.087143557560306,76114.27137569213,1.2192730624790056
204.02,0.001518852184389323,6.085353396725811,76178.75670748486,1.2206650357135929
204.08,0.0015123565516458595,6.083564288514307,76229.06491241195,1.2218303799667873
204.14,0.001505860918902399,6.081776231997648,76279.5896588131,1.2229996701986714
204.2,0.0014993652861589354,6.079989226248776,76330.33281886746,1.2241729394962202
204.26,0.0014928696534154719,6.078203270341722,76381.29628913935,1.2253502213728986
204.32,0.0014863740206720083,6.076418363351604,76432.48199100376,1.2265315497760636
204.38,0.0014798783879285445,6.074634504354633,76483.89187108082,1.2277169590945236
204.44,0.001473382755185081,6.072851692428094,76535.5279016802,1.228906484166269
204.5,0.0014668871224416174,6.071069926650367,76587.39208125499,1.230100160286367
204.56,0.0014603914896981539,6.0692892061008985,76639.48643486592,1.2312980232150352
204.62,0.0014538958569546903,6.067509529860227,76691.81301465571,1.2325001091858934
204.68,0.0014474002242112266,6.065730897009965,76744.37390033419,1.2337064549143986
204.74,0.001440904591467763,6.063953306632802,76797.17119967428,1.2349170976064707
204.8,0.0014344089587242995,6.062176757812498,76850.20704901917,1.2361320749673121
204.86,0.001427913325980836,6.0604012496338955,76903.48361380099,1.2373514252104256
204.92,0.0014214176932373754,6.058626781182899,76957.00308907132,1.2385751870668378
204.98,0.0014149220604939118,6.056853351546493,77010.767700044,1.239803399794536
205.04,0.0014093468825444775,6.055080959812718,77057.11087519687,1.2409126058943423
205.1,0.001404231931992058,6.053309605070696,77099.78998682763,1.2419632261411993
205.16,0.0013991169814396387,6.0515392864106055,77142.62484220344,1.2430167581637932
205.22,0.0013940020308872193,6.049770002923691,77185.61658216252,1.2440732225518618
205.28,0.0013888870803348,6.048001753702259,77228.76636012425,1.24513264011949
205.34,0.0013837721297823805,6.0462345378396805,77272.07534227498,1.2461950319084014
205.4,0.001378657179229961,6.0444683544303786,77315.54470775704,1.2472604191913084
205.46,0.0013735422286775417,6.042703202569843,77359.17564886142,1.248328823475327
205.52,0.0013684272781251223,6.040939081354611,77402.96937122394,1.2494002665054535
205.58,0.0013633123275727029,6.039175989882284,77446.92709402525,1.2504747702681065
205.64,0.001358197377020286,6.0374139272515075,77491.05005019433,1.2515523569947349
205.7,0.0013530824264678667,6.035652892561983,77535.33948661623,1.2526330491654967
205.76,0.0013479674759154473,6.033892884914463,77579.7966643432,1.253716869513
205.82,0.0013428525253630279,6.032133903410747,77624.42285881034,1.254803841026123
205.88,0.0013377375748106085,6.030375947153681,77669.21936005513,1.2558939869539023
205.94,0.001332622624258189,6.028619015247158,77714.18747294112,1.2569873308094954
206.0,0.0013275076737057697,6.026863106796116,77759.32851738603,1.2580838963742207
206.06,0.0013226722416004738,6.025108220906532,77802.16294337569,1.2591435572672758
206.12,0.001317836809495178,6.0233543566854255,77845.15425079754,1.260206161560265
206.18,0.0013130013773898822,6.0216015132408565,77888.30359303624,1.261271730148197
206.24,0.0013081659452845863,6.019849689681923,77931.61213624274,1.262340284154609
206.3,0.0013033305131792906,6.018098885118759,77975.08105952352,1.2634118449349365
206.36,0.0012984950810739947,6.01634909866253,78018.7115551332,1.2644864340799373
206.42,0.0012936596489687012,6.014600329425443,78062.50482867066,1.2655640734191838
206.48,0.0012888242168634055,6.012852576520728,78106.46209927909,1.2666447850246194
206.54,0.0012839887847581096,6.011105839062651,78150.58459984943,1.2677285912141787
206.6,0.0012791533526528137,6.009360116166505,78194.87357722805,1.2688155145554807
206.66,0.001274317920547518,6.007615406948611,78239.33029242803,1.2699055778695878
